	¾ùÖµ
54-50 0 50(1)_RBg	54-50 0 50(1)_RBg
111.5196	-19.246985
120.9049	57.50301
130.2617	64.940515
139.59	65.19051
148.8902	83.065515
158.1623	107.37805
167.4065	230.87805
176.623	645.4405
185.8118	2182.378
194.9732	4234.753
204.1073	7210.253
213.2142	8661.8155
222.2941	9222.1905
231.3471	8881.628
240.3733	8295.503
249.373	7918.0655
258.3463	7570.1905
267.2932	7279.0655
276.2139	6819.878
285.1086	6421.8155
293.9775	5920.503
302.8206	5577.628
311.638	5234.503
320.43	4995.8155
329.1967	4770.128
337.9381	4653.9405
346.6545	4545.253
355.3459	4448.628
364.0125	4366.003
372.6544	4280.378
381.2718	4166.253
389.8647	4139.3155
398.4334	4177.4405
406.9779	4099.8155
415.4984	3963.8155
423.9949	3880.6905
432.4677	3761.9405
440.9168	3663.628
449.3424	3576.6905
457.7446	3488.503
466.1235	3413.9405
474.4792	3365.5655
482.8119	3298.9405
491.1217	3242.378
499.4087	3144.378
507.6729	3046.878
515.9147	2922.6905
524.134	2783.753
532.3309	2571.128
540.5057	2421.5655
548.6583	2267.5655
556.789	2194.503
564.8978	2227.503
572.9849	2335.1905
581.0503	2517.003
589.0942	2637.878
597.1167	2730.0655
605.1179	2624.0655
613.0979	2362.628
621.0568	2154.3155
628.9948	1978.0655
636.9119	1895.628
644.8082	1785.6905
652.684	1724.3155
660.5391	1662.3155
668.3739	1645.6905
676.1883	1684.6905
683.9825	1776.378
691.7567	1930.253
699.5107	2070.753
707.2449	2332.8155
714.9593	2538.503
722.654	2685.878
730.3291	2597.378
737.9847	2350.128
745.6209	2188.753
753.2379	2128.5655
760.8356	2158.1905
768.4142	2154.5655
775.9738	2077.9405
783.5146	2002.9405
791.0365	2077.0655
798.5397	2368.5655
806.0244	2690.003
813.4905	3125.8155
820.9382	3590.1905
828.3676	4454.628
835.7788	5056.878
843.1719	5442.253
850.5469	5448.003
857.9039	5574.4405
865.2432	5794.4405
872.5646	5685.1905
879.8684	5376.753
887.1546	5003.878
894.4233	4690.628
901.6747	4538.5655
908.9088	4530.003
916.1255	4405.0655
923.3253	4192.253
930.5079	4024.753
937.6736	3990.8155
944.8224	3945.003
951.9545	3883.0655
959.0698	4058.5655
966.1686	4308.8155
973.2508	4033.6905
980.3167	3344.753
987.3661	2817.753
994.3993	2706.9405
1001.416	2818.253
1008.417	3036.3155
1015.402	3261.503
1022.371	3323.253
1029.324	3331.0655
1036.261	3369.9405
1043.183	3417.1905
1050.089	3666.753
1056.98	4401.128
1063.855	4961.003
1070.714	5302.8155
1077.559	5439.503
1084.388	5081.503
1091.202	4316.8155
1098.001	3415.9405
1104.785	2919.753
1111.554	2721.753
1118.308	2521.4405
1125.048	2070.878
1131.773	1703.128
1138.483	1542.128
1145.179	1469.0655
1151.86	1409.9405
1158.527	1380.503
1165.18	1406.253
1171.818	1433.503
1178.442	1467.253
1185.053	1526.6905
1191.649	1584.753
1198.231	1615.8155
1204.799	1694.253
1211.354	1837.8155
1217.895	1994.253
1224.422	2214.0655
1230.936	2599.5655
1237.436	3142.8155
1243.922	4096.1905
1250.396	5419.003
1256.856	6799.753
1263.302	7509.5655
1269.736	7314.003
1276.157	6579.0655
1282.564	6191.3155
1288.959	6992.628
1295.34	8844.1905
1301.709	9422.003
1308.065	7940.628
1314.408	6151.253
1320.739	4692.6905
1327.057	3570.3155
1333.363	2769.4405
1339.656	2449.253
1345.937	2288.5655
1352.205	2161.378
1358.462	2124.0655
1364.706	2093.1905
1370.938	1942.4405
1377.158	1716.878
1383.366	1585.5655
1389.562	1674.8155
1395.746	1954.128
1401.918	2165.1905
1408.079	2479.0655
1414.227	3167.753
1420.365	4438.0655
1426.49	7485.3155
1432.605	12052.69
1438.707	14383.94
1444.799	13392.565
1450.879	11513.19
1456.948	9515.253
1463.005	7108.128
1469.052	4846.628
1475.087	3200.753
1481.111	2257.4405
1487.124	1739.9405
1493.127	1451.1905
1499.118	1253.253
1505.099	1100.3155
1511.069	1006.1904
1517.028	931.4405
1522.977	870.1905
1528.915	809.1905
1534.842	759.3155
1540.76	736.878
1546.666	698.4405
1552.563	674.878
1558.448	647.0655
1564.324	618.4405
1570.19	606.378
1576.045	586.0655
1581.89	579.4405
1587.726	578.0655
1593.551	579.128
1599.366	600.9405
1605.172	634.128
1610.967	677.9405
1616.753	803.5655
1622.529	980.0655
1628.296	1213.5655
1634.052	1708.4405
1639.8	3043.878
1645.537	5714.753
1651.266	8832.8155
1656.984	8639.128
1662.694	5195.378
1668.394	2552.6905
1674.085	1267.128
1679.766	867.253
1685.439	665.003
1691.102	581.8155
1696.756	544.5655
1702.401	523.378
1708.038	514.94055
1713.665	513.12805
1719.283	567.8155
1724.893	713.503
1730.494	1074.253
1736.086	1524.9405
1741.669	1954.3155
1747.244	1958.253
1752.81	1500.5655
1758.367	985.2529
1763.916	594.6905
1769.457	442.37805
1774.989	361.00305
1780.513	339.75305
1786.028	316.06555
1791.535	310.31555
1797.034	293.62805
1802.525	282.25305
1808.007	269.06555
1813.481	255.37805
1818.948	260.12805
1824.406	265.37805
1829.856	261.75305
1835.299	254.25305
1840.733	253.69055
1846.16	258.12805
1851.579	252.50305
1856.99	240.19055
1862.393	220.37805
1867.789	249.19055
1873.177	255.94055
1878.557	231.00305
1883.93	228.69055
