	¾ùÖµ
57-80 0 20(1)_RBg	57-80 0 20(1)_RBg
111.5196	-12.289055
120.9049	79.460945
130.2617	88.898445
139.59	90.523445
148.8902	100.960925
158.1623	137.77345
167.4065	307.2734
176.623	869.3359
185.8118	2942.5235
194.9732	5749.836
204.1073	9780.3365
213.2142	11709.275
222.2941	12406.145
231.3471	11881.895
240.3733	10985.46
249.373	10449.71
258.3463	9988.462
267.2932	9587.524
276.2139	8967.9615
285.1086	8427.274
293.9775	7715.711
302.8206	7264.836
311.638	6823.086
320.43	6483.711
329.1967	6137.5235
337.9381	5957.711
346.6545	5784.711
355.3459	5671.8985
364.0125	5626.711
372.6544	5514.836
381.2718	5342.1485
389.8647	5315.0235
398.4334	5363.961
406.9779	5261.461
415.4984	5095.211
423.9949	5000.961
432.4677	4874.3985
440.9168	4757.1485
449.3424	4621.086
457.7446	4516.461
466.1235	4421.461
474.4792	4352.836
482.8119	4270.6485
491.1217	4188.211
499.4087	4070.3985
507.6729	3935.8985
515.9147	3729.086
524.134	3514.086
532.3309	3241.2735
540.5057	3018.211
548.6583	2798.6485
556.789	2743.836
564.8978	2835.0235
572.9849	2984.086
581.0503	3222.2735
589.0942	3402.2735
597.1167	3555.7735
605.1179	3417.961
613.0979	3011.836
621.0568	2690.086
628.9948	2416.336
636.9119	2293.711
644.8082	2163.711
652.684	2065.2735
660.5391	1998.6485
668.3739	2009.211
676.1883	2089.0235
683.9825	2254.211
691.7567	2523.5235
699.5107	2787.836
707.2449	3228.6485
714.9593	3574.0235
722.654	3757.8985
730.3291	3594.6485
737.9847	3179.336
745.6209	2887.0235
753.2379	2778.836
760.8356	2801.461
768.4142	2821.211
775.9738	2722.7735
783.5146	2627.086
791.0365	2704.961
798.5397	3071.7735
806.0244	3522.3985
813.4905	4174.461
820.9382	5054.836
828.3676	6506.6485
835.7788	7521.211
843.1719	7998.1485
850.5469	7903.086
857.9039	8165.6485
865.2432	8586.2115
872.5646	8425.2115
879.8684	7911.961
887.1546	7341.8985
894.4233	6948.461
901.6747	6889.8985
908.9088	6945.961
916.1255	6781.086
923.3253	6451.461
930.5079	6221.5235
937.6736	6209.461
944.8224	6211.1485
951.9545	6194.6485
959.0698	6499.961
966.1686	6943.086
973.2508	6501.086
980.3167	5310.836
987.3661	4260.6485
994.3993	4010.211
1001.416	4132.086
1008.417	4384.336
1015.402	4730.2735
1022.371	4858.836
1029.324	4857.0235
1036.261	4904.211
1043.183	5004.586
1050.089	5373.836
1056.98	6586.836
1063.855	7487.3985
1070.714	8060.1485
1077.559	8190.336
1084.388	7614.2735
1091.202	6546.3985
1098.001	5264.836
1104.785	4601.461
1111.554	4132.336
1118.308	3705.211
1125.048	3011.1485
1131.773	2468.211
1138.483	2197.5235
1145.179	2094.211
1151.86	1990.461
1158.527	1950.086
1165.18	1962.336
1171.818	2014.836
1178.442	2110.586
1185.053	2199.586
1191.649	2286.961
1198.231	2367.7735
1204.799	2520.8985
1211.354	2756.086
1217.895	3044.7735
1224.422	3345.461
1230.936	3933.7735
1237.436	4829.7735
1243.922	6546.086
1250.396	8809.9615
1256.856	11288.835
1263.302	12392.77
1269.736	11890.65
1276.157	10489.895
1282.564	9522.9615
1288.959	10429.46
1295.34	13011.96
1301.709	13774.895
1308.065	11523.21
1314.408	8935.649
1320.739	6743.7735
1327.057	5101.211
1333.363	3876.711
1339.656	3406.2735
1345.937	3137.0235
1352.205	2951.6485
1358.462	2894.6485
1364.706	2867.5235
1370.938	2645.711
1377.158	2336.8985
1383.366	2149.0235
1389.562	2309.336
1395.746	2787.711
1401.918	3049.211
1408.079	3499.8985
1414.227	4524.5235
1420.365	6461.1485
1426.49	10781.025
1432.605	17584.9
1438.707	20964.46
1444.799	19507.525
1450.879	16796.02
1456.948	13838.085
1463.005	10353.335
1469.052	6892.1485
1475.087	4518.836
1481.111	3104.586
1487.124	2376.3985
1493.127	1916.5235
1499.118	1623.586
1505.099	1408.7735
1511.069	1260.8985
1517.028	1156.5235
1522.977	1061.0235
1528.915	983.7109
1534.842	903.8359
1540.76	849.1484
1546.666	813.8359
1552.563	776.8359
1558.448	734.0234
1564.324	721.3984
1570.19	715.6484
1576.045	687.2734
1581.89	668.4609
1587.726	661.9609
1593.551	683.9609
1599.366	730.7734
1605.172	783.8984
1610.967	877.0859
1616.753	1064.0235
1622.529	1343.8985
1628.296	1738.8985
1634.052	2577.586
1639.8	4584.1485
1645.537	8924.3365
1651.266	13972.395
1656.984	14379.895
1662.694	9238.899
1668.394	4211.586
1674.085	2037.3985
1679.766	1232.836
1685.439	925.0234
1691.102	774.7109
1696.756	710.8984
1702.401	658.3359
1708.038	626.8359
1713.665	637.7734
1719.283	720.1484
1724.893	944.8984
1730.494	1452.8985
1736.086	2226.5235
1741.669	2839.211
1747.244	2829.336
1752.81	2153.0235
1758.367	1313.211
1763.916	759.0859
1769.457	523.0234
1774.989	438.6484
1780.513	384.4609
1786.028	355.3359
1791.535	336.5859
1797.034	320.4609
1802.525	316.4609
1808.007	306.1484
1813.481	287.8984
1818.948	292.2734
1824.406	281.2109
1829.856	281.8359
1835.299	274.2734
1840.733	267.5234
1846.16	264.0234
1851.579	252.27345
1856.99	251.08595
1862.393	253.89845
1867.789	224.71095
1873.177	228.46095
1878.557	238.02345
1883.93	238.46095
