	¾ùÖµ
3-7.5 0 92.5(1)_RBg	3-7.5 0 92.5(5)_RBg
111.5196	-24.1798036
120.9049	89.720186
130.2617	97.895186
139.59	104.720186
148.8902	121.695186
158.1623	145.045186
167.4065	301.5952
176.623	777.2702
185.8118	2550.5452
194.9732	4986.9952
204.1073	8515.8702
213.2142	10250.894
222.2941	10970.272
231.3471	10624.07
240.3733	9987.0206
249.373	9588.6702
258.3463	9187.0952
267.2932	8812.7452
276.2139	8252.0202
285.1086	7753.2452
293.9775	7175.4952
302.8206	6768.4202
311.638	6374.6702
320.43	6076.9702
329.1967	5825.0202
337.9381	5715.8952
346.6545	5603.4952
355.3459	5482.8952
364.0125	5340.6952
372.6544	5225.1702
381.2718	5094.9202
389.8647	5048.2952
398.4334	5070.2202
406.9779	4984.5952
415.4984	4824.0202
423.9949	4702.3202
432.4677	4499.4202
440.9168	4365.4952
449.3424	4254.2702
457.7446	4165.8952
466.1235	4104.1452
474.4792	4049.9952
482.8119	3992.0952
491.1217	3910.1702
499.4087	3811.9202
507.6729	3709.9952
515.9147	3559.3202
524.134	3390.6702
532.3309	3158.0452
540.5057	2962.9952
548.6583	2769.2202
556.789	2687.0952
564.8978	2705.1702
572.9849	2836.2952
581.0503	3067.2952
589.0942	3197.8952
597.1167	3299.2452
605.1179	3180.0702
613.0979	2887.3202
621.0568	2662.8952
628.9948	2477.5952
636.9119	2387.9952
644.8082	2286.0702
652.684	2184.3452
660.5391	2102.2702
668.3739	2078.7452
676.1883	2082.9202
683.9825	2157.5452
691.7567	2295.2452
699.5107	2426.8452
707.2449	2652.5952
714.9593	2880.2952
722.654	3057.6702
730.3291	2999.9702
737.9847	2787.6702
745.6209	2661.4202
753.2379	2635.6452
760.8356	2670.1202
768.4142	2627.0952
775.9738	2522.4202
783.5146	2466.9202
791.0365	2594.7202
798.5397	3031.6952
806.0244	3458.6952
813.4905	3875.5452
820.9382	4267.5202
828.3676	5005.6452
835.7788	5648.0702
843.1719	6152.4702
850.5469	6243.1952
857.9039	6323.2202
865.2432	6482.0452
872.5646	6370.6202
879.8684	6065.7452
887.1546	5685.4952
894.4233	5248.8202
901.6747	4928.7952
908.9088	4845.3702
916.1255	4683.1952
923.3253	4445.2202
930.5079	4236.1952
937.6736	4148.3952
944.8224	4049.4702
951.9545	3962.9202
959.0698	4092.4702
966.1686	4294.5452
973.2508	4035.5202
980.3167	3477.5452
987.3661	3065.8952
994.3993	3047.0452
1001.416	3252.6702
1008.417	3509.0202
1015.402	3742.0452
1022.371	3819.4452
1029.324	3876.0702
1036.261	3932.3202
1043.183	3988.3202
1050.089	4245.9452
1056.98	5041.4952
1063.855	5574.9202
1070.714	5954.6452
1077.559	6210.1952
1084.388	5837.0202
1091.202	4870.9702
1098.001	3703.5702
1104.785	3123.3702
1111.554	3045.3452
1118.308	2934.6452
1125.048	2418.3952
1131.773	1981.7452
1138.483	1791.3202
1145.179	1719.0952
1151.86	1642.2702
1158.527	1625.1452
1165.18	1668.2952
1171.818	1695.1702
1178.442	1702.0702
1185.053	1725.9702
1191.649	1790.2702
1198.231	1838.6952
1204.799	1885.1952
1211.354	1986.6452
1217.895	2172.4952
1224.422	2416.3952
1230.936	2791.1952
1237.436	3280.3702
1243.922	4072.5452
1250.396	5154.0202
1256.856	6405.1202
1263.302	7065.8202
1269.736	7053.3952
1276.157	6589.5702
1282.564	6497.7202
1288.959	7659.2452
1295.34	9938.6946
1301.709	10596.644
1308.065	8951.2952
1314.408	6965.1952
1320.739	5306.0702
1327.057	4067.4452
1333.363	3184.2452
1339.656	2813.5952
1345.937	2646.2702
1352.205	2520.1952
1358.462	2467.8702
1364.706	2446.8952
1370.938	2275.4202
1377.158	2012.4952
1383.366	1837.3202
1389.562	1879.5702
1395.746	2175.9452
1401.918	2462.0202
1408.079	2821.5702
1414.227	3521.9702
1420.365	4944.1702
1426.49	8280.8952
1432.605	13545.62
1438.707	15991.12
1444.799	14845.046
1450.879	12819.32
1456.948	10557.046
1463.005	7959.1952
1469.052	5412.0202
1475.087	3673.8202
1481.111	2612.5452
1487.124	2071.2702
1493.127	1730.9702
1499.118	1523.3452
1505.099	1370.2952
1511.069	1251.4202
1517.028	1157.1952
1522.977	1086.22022
1528.915	1029.44526
1534.842	984.24526
1540.76	939.52022
1546.666	905.4202
1552.563	882.7202
1558.448	849.7452
1564.324	824.6452
1570.19	800.1202
1576.045	768.1452
1581.89	762.5952
1587.726	749.1952
1593.551	746.5202
1599.366	757.3952
1605.172	762.1702
1610.967	805.7952
1616.753	913.79524
1622.529	1084.14526
1628.296	1312.8952
1634.052	1768.6952
1639.8	3046.8452
1645.537	5823.2702
1651.266	8385.6952
1656.984	7575.0702
1662.694	4414.1702
1668.394	2104.8952
1674.085	1196.7202
1679.766	875.9952
1685.439	753.8452
1691.102	692.4202
1696.756	668.7702
1702.401	651.2202
1708.038	631.0952
1713.665	636.6202
1719.283	695.0452
1724.893	858.2202
1730.494	1219.1452
1736.086	1740.9202
1741.669	2146.2952
1747.244	2156.4452
1752.81	1706.4952
1758.367	1119.9452
1763.916	722.0952
1769.457	555.77018
1774.989	480.84518
1780.513	451.22018
1786.028	430.44518
1791.535	411.12018
1797.034	399.42018
1802.525	394.14518
1808.007	376.02018
1813.481	357.94518
1818.948	361.47018
1824.406	358.12018
1829.856	356.54518
1835.299	347.22018
1840.733	337.62018
1846.16	322.1702
1851.579	324.9202
1856.99	320.8202
1862.393	313.3702
1867.789	290.19518
1873.177	301.74518
1878.557	303.0702
1883.93	299.5202
