	¾ùÖµ
2-5 0 95(1)_RBg	2-5 0 95(5)_RBg
111.5196	-29.387592
120.9049	58.637406
130.2617	66.537406
139.59	68.912406
148.8902	76.56241
158.1623	91.962414
167.4065	195.3124
176.623	515.1624
185.8118	1678.8874
194.9732	3269.2124
204.1073	5627.0874
213.2142	6772.1124
222.2941	7259.2624
231.3471	7045.8374
240.3733	6627.3124
249.373	6352.8374
258.3463	6092.9374
267.2932	5848.2874
276.2139	5488.9624
285.1086	5172.6374
293.9775	4783.3624
302.8206	4515.4374
311.638	4260.1624
320.43	4061.9874
329.1967	3892.9624
337.9381	3836.7874
346.6545	3763.2374
355.3459	3672.1374
364.0125	3578.7124
372.6544	3502.7374
381.2718	3431.2124
389.8647	3406.9124
398.4334	3418.4874
406.9779	3365.4374
415.4984	3249.5624
423.9949	3165.5874
432.4677	3042.9374
440.9168	2936.9624
449.3424	2868.3124
457.7446	2815.2124
466.1235	2757.9374
474.4792	2732.9874
482.8119	2686.1124
491.1217	2628.4374
499.4087	2574.5124
507.6729	2509.5874
515.9147	2413.4624
524.134	2284.7124
532.3309	2137.1374
540.5057	2019.8874
548.6583	1894.0624
556.789	1837.0374
564.8978	1841.7374
572.9849	1920.3374
581.0503	2052.1624
589.0942	2151.0874
597.1167	2208.8124
605.1179	2128.4124
613.0979	1956.2874
621.0568	1812.9374
628.9948	1684.9874
636.9119	1625.0374
644.8082	1556.0624
652.684	1496.3874
660.5391	1432.1374
668.3739	1411.4874
676.1883	1425.6624
683.9825	1471.2374
691.7567	1552.0624
699.5107	1628.8874
707.2449	1765.2374
714.9593	1911.0124
722.654	2047.2624
730.3291	1998.7124
737.9847	1866.2624
745.6209	1786.9374
753.2379	1767.6124
760.8356	1785.7624
768.4142	1759.7374
775.9738	1693.9374
783.5146	1657.0124
791.0365	1745.1874
798.5397	2023.8374
806.0244	2319.4624
813.4905	2583.4374
820.9382	2832.5624
828.3676	3300.4874
835.7788	3731.6374
843.1719	4056.1374
850.5469	4114.4624
857.9039	4163.4124
865.2432	4275.9374
872.5646	4207.1124
879.8684	3997.0374
887.1546	3750.5624
894.4233	3459.1124
901.6747	3249.8624
908.9088	3185.4124
916.1255	3094.7124
923.3253	2938.2374
930.5079	2793.1624
937.6736	2739.1124
944.8224	2671.0124
951.9545	2625.2374
959.0698	2699.6624
966.1686	2836.4874
973.2508	2675.4374
980.3167	2297.0374
987.3661	2057.1124
994.3993	2044.5874
1001.416	2180.9374
1008.417	2361.9374
1015.402	2506.0374
1022.371	2560.4874
1029.324	2589.3624
1036.261	2642.2874
1043.183	2685.5874
1050.089	2868.4124
1056.98	3374.8874
1063.855	3753.7874
1070.714	3997.6374
1077.559	4172.3624
1084.388	3934.3624
1091.202	3267.4624
1098.001	2510.7624
1104.785	2103.8124
1111.554	2060.6124
1118.308	1989.2874
1125.048	1644.6124
1131.773	1346.6874
1138.483	1235.8624
1145.179	1182.3874
1151.86	1134.9374
1158.527	1114.4624
1165.18	1133.4874
1171.818	1163.9374
1178.442	1174.0124
1185.053	1184.0624
1191.649	1232.3124
1198.231	1262.4124
1204.799	1272.0124
1211.354	1329.4374
1217.895	1452.6124
1224.422	1611.2874
1230.936	1855.6124
1237.436	2181.6374
1243.922	2675.3624
1250.396	3394.4124
1256.856	4199.5124
1263.302	4636.2124
1269.736	4621.9124
1276.157	4314.4624
1282.564	4263.8374
1288.959	5051.3624
1295.34	6538.6874
1301.709	6984.7624
1308.065	5903.9374
1314.408	4581.3374
1320.739	3496.4624
1327.057	2675.4374
1333.363	2105.2124
1339.656	1872.6624
1345.937	1763.6124
1352.205	1678.6874
1358.462	1641.0124
1364.706	1633.6374
1370.938	1516.7374
1377.158	1335.0124
1383.366	1234.5874
1389.562	1264.9624
1395.746	1442.2124
1401.918	1630.6374
1408.079	1863.4874
1414.227	2327.6624
1420.365	3242.0874
1426.49	5475.3874
1432.605	8865.9374
1438.707	10510.94
1444.799	9760.637
1450.879	8407.0624
1456.948	6927.0874
1463.005	5215.6624
1469.052	3565.4124
1475.087	2408.8124
1481.111	1730.0874
1487.124	1380.6624
1493.127	1155.4624
1499.118	1018.31244
1505.099	916.8624
1511.069	838.7124
1517.028	787.9874
1522.977	749.7374
1528.915	713.7124
1534.842	675.6124
1540.76	649.9624
1546.666	616.7374
1552.563	600.0374
1558.448	590.2124
1564.324	568.0624
1570.19	554.6874
1576.045	531.3124
1581.89	512.9624
1587.726	519.1374
1593.551	514.3374
1599.366	515.7374
1605.172	519.1374
1610.967	553.4874
1616.753	615.7624
1622.529	730.4374
1628.296	884.0374
1634.052	1187.4624
1639.8	2023.4874
1645.537	3790.0124
1651.266	5486.6874
1656.984	4916.9374
1662.694	2822.0874
1668.394	1381.1624
1674.085	799.5374
1679.766	595.8624
1685.439	519.0374
1691.102	479.3874
1696.756	449.91242
1702.401	445.33742
1708.038	437.03742
1713.665	457.26242
1719.283	493.03742
1724.893	594.4874
1730.494	823.9624
1736.086	1150.9374
1741.669	1421.5124
1747.244	1415.0124
1752.81	1115.5124
1758.367	750.4624
1763.916	483.81242
1769.457	374.93742
1774.989	326.16242
1780.513	312.03742
1786.028	303.73742
1791.535	290.96242
1797.034	280.16242
1802.525	274.13742
1808.007	274.48742
1813.481	267.96242
1818.948	263.01242
1824.406	256.1874
1829.856	259.56242
1835.299	248.46242
1840.733	237.1874
1846.16	234.2874
1851.579	241.3624
1856.99	233.5124
1862.393	227.3124
1867.789	225.3874
1873.177	222.8624
1878.557	216.5874
1883.93	216.4374
