,index,value
0,111.5196,-24.1798036
1,120.9049,89.720186
2,130.2617,97.895186
3,139.59,104.720186
4,148.8902,121.695186
5,158.1623,145.045186
6,167.4065,301.5952
7,176.623,777.2702
8,185.8118,2550.5452
9,194.9732,4986.9952
10,204.1073,8515.8702
11,213.2142,10250.894
12,222.2941,10970.272
13,231.3471,10624.07
14,240.3733,9987.0206
15,249.373,9588.6702
16,258.3463,9187.0952
17,267.2932,8812.7452
18,276.2139,8252.0202
19,285.1086,7753.2452
20,293.9775,7175.4952
21,302.8206,6768.4202
22,311.638,6374.6702
23,320.43,6076.9702
24,329.1967,5825.0202
25,337.9381,5715.8952
26,346.6545,5603.4952
27,355.3459,5482.8952
28,364.0125,5340.6952
29,372.6544,5225.1702
30,381.2718,5094.9202
31,389.8647,5048.2952
32,398.4334,5070.2202
33,406.9779,4984.5952
34,415.4984,4824.0202
35,423.9949,4702.3202
36,432.4677,4499.4202
37,440.9168,4365.4952
38,449.3424,4254.2702
39,457.7446,4165.8952
40,466.1235,4104.1452
41,474.4792,4049.9952
42,482.8119,3992.0952
43,491.1217,3910.1702
44,499.4087,3811.9202
45,507.6729,3709.9952
46,515.9147,3559.3202
47,524.134,3390.6702
48,532.3309,3158.0452
49,540.5057,2962.9952
50,548.6583,2769.2202
51,556.789,2687.0952
52,564.8978,2705.1702
53,572.9849,2836.2952
54,581.0503,3067.2952
55,589.0942,3197.8952
56,597.1167,3299.2452
57,605.1179,3180.0702
58,613.0979,2887.3202
59,621.0568,2662.8952
60,628.9948,2477.5952
61,636.9119,2387.9952
62,644.8082,2286.0702
63,652.684,2184.3452
64,660.5391,2102.2702
65,668.3739,2078.7452
66,676.1883,2082.9202
67,683.9825,2157.5452
68,691.7567,2295.2452
69,699.5107,2426.8452
70,707.2449,2652.5952
71,714.9593,2880.2952
72,722.654,3057.6702
73,730.3291,2999.9702
74,737.9847,2787.6702
75,745.6209,2661.4202
76,753.2379,2635.6452
77,760.8356,2670.1202
78,768.4142,2627.0952
79,775.9738,2522.4202
80,783.5146,2466.9202
81,791.0365,2594.7202
82,798.5397,3031.6952
83,806.0244,3458.6952
84,813.4905,3875.5452
85,820.9382,4267.5202
86,828.3676,5005.6452
87,835.7788,5648.0702
88,843.1719,6152.4702
89,850.5469,6243.1952
90,857.9039,6323.2202
91,865.2432,6482.0452
92,872.5646,6370.6202
93,879.8684,6065.7452
94,887.1546,5685.4952
95,894.4233,5248.8202
96,901.6747,4928.7952
97,908.9088,4845.3702
98,916.1255,4683.1952
99,923.3253,4445.2202
100,930.5079,4236.1952
101,937.6736,4148.3952
102,944.8224,4049.4702
103,951.9545,3962.9202
104,959.0698,4092.4702
105,966.1686,4294.5452
106,973.2508,4035.5202
107,980.3167,3477.5452
108,987.3661,3065.8952
109,994.3993,3047.0452
110,1001.416,3252.6702
111,1008.417,3509.0202
112,1015.402,3742.0452
113,1022.371,3819.4452
114,1029.324,3876.0702
115,1036.261,3932.3202
116,1043.183,3988.3202
117,1050.089,4245.9452
118,1056.98,5041.4952
119,1063.855,5574.9202
120,1070.714,5954.6452
121,1077.559,6210.1952
122,1084.388,5837.0202
123,1091.202,4870.9702
124,1098.001,3703.5702
125,1104.785,3123.3702
126,1111.554,3045.3452
127,1118.308,2934.6452
128,1125.048,2418.3952
129,1131.773,1981.7452
130,1138.483,1791.3202
131,1145.179,1719.0952
132,1151.86,1642.2702
133,1158.527,1625.1452
134,1165.18,1668.2952
135,1171.818,1695.1702
136,1178.442,1702.0702
137,1185.053,1725.9702
138,1191.649,1790.2702
139,1198.231,1838.6952
140,1204.799,1885.1952
141,1211.354,1986.6452
142,1217.895,2172.4952
143,1224.422,2416.3952
