	¾ùÖµ
14-15 0 85(1)_RBg	14-15 0 85(1)_RBg
111.5196	-49.0474433333333
120.9049	99.4525433333334
130.2617	116.535886666667
139.59	116.452553333333
148.8902	142.4109
158.1623	175.702566666667
167.4065	339.5359
176.623	884.160933333334
185.8118	2912.32766666667
194.9732	5671.61933333333
204.1073	9687.91233333334
213.2142	11672.29
222.2941	12487.37
231.3471	12092.9966666667
240.3733	11351.7866666667
249.373	10873.37
258.3463	10403.62
267.2932	9982.829
276.2139	9330.32766666667
285.1086	8779.786
293.9775	8112.36933333334
302.8206	7650.661
311.638	7169.74433333333
320.43	6841.411
329.1967	6564.411
337.9381	6439.74433333333
346.6545	6326.45266666667
355.3459	6181.70266666667
364.0125	6023.20266666667
372.6544	5903.32766666667
381.2718	5751.45266666667
389.8647	5707.82766666667
398.4334	5727.286
406.9779	5642.49433333333
415.4984	5458.661
423.9949	5326.536
432.4677	5153.61933333333
440.9168	4987.24433333333
449.3424	4856.536
457.7446	4764.86933333333
466.1235	4683.11933333333
474.4792	4624.82766666667
482.8119	4556.82766666667
491.1217	4467.61933333333
499.4087	4362.32766666667
507.6729	4224.49433333333
515.9147	4061.911
524.134	3853.45266666667
532.3309	3604.661
540.5057	3378.86933333333
548.6583	3142.99433333333
556.789	3037.36933333333
564.8978	3070.95266666667
572.9849	3242.536
581.0503	3492.161
589.0942	3660.99433333333
597.1167	3755.286
605.1179	3619.411
613.0979	3311.536
621.0568	3009.61933333333
628.9948	2809.036
636.9119	2695.286
644.8082	2577.286
652.684	2470.411
660.5391	2396.24433333333
668.3739	2356.07766666667
676.1883	2395.11933333333
683.9825	2474.11933333333
691.7567	2628.036
699.5107	2814.24433333333
707.2449	3088.49433333333
714.9593	3393.61933333333
722.654	3594.57766666667
730.3291	3501.95266666667
737.9847	3247.161
745.6209	3072.99433333333
753.2379	3046.036
760.8356	3096.61933333333
768.4142	3067.11933333333
775.9738	2936.786
783.5146	2865.036
791.0365	3028.11933333333
798.5397	3503.411
806.0244	4056.70266666667
813.4905	4534.411
820.9382	5065.99433333333
828.3676	5950.86933333333
835.7788	6806.99433333333
843.1719	7345.786
850.5469	7457.20266666667
857.9039	7549.82766666667
865.2432	7779.99433333333
872.5646	7658.95266666667
879.8684	7238.286
887.1546	6802.411
894.4233	6254.036
901.6747	5947.24433333333
908.9088	5863.74433333333
916.1255	5706.661
923.3253	5397.82766666667
930.5079	5176.86933333333
937.6736	5080.61933333333
944.8224	4977.036
951.9545	4883.95266666667
959.0698	5024.411
966.1686	5317.99433333333
973.2508	5030.61933333333
980.3167	4275.20266666667
987.3661	3774.286
994.3993	3717.74433333333
1001.416	3941.99433333333
1008.417	4286.661
1015.402	4562.57766666667
1022.371	4663.786
1029.324	4711.74433333333
1036.261	4792.70266666667
1043.183	4869.161
1050.089	5223.70266666667
1056.98	6159.911
1063.855	6893.49433333333
1070.714	7348.36933333333
1077.559	7665.161
1084.388	7215.911
1091.202	6004.411
1098.001	4667.82766666667
1104.785	3899.99433333333
1111.554	3788.74433333333
1118.308	3614.95266666667
1125.048	2987.36933333333
1131.773	2429.286
1138.483	2223.99433333333
1145.179	2126.786
1151.86	2024.57766666667
1158.527	1999.411
1165.18	2031.45266666667
1171.818	2070.36933333333
1178.442	2082.161
1185.053	2122.70266666667
1191.649	2203.07766666667
1198.231	2258.45266666667
1204.799	2313.036
1211.354	2425.786
1217.895	2641.11933333333
1224.422	2960.11933333333
1230.936	3396.95266666667
1237.436	4038.161
1243.922	4999.57766666667
1250.396	6422.036
1256.856	7911.20266666667
1263.302	8742.86933333334
1269.736	8668.36933333334
1276.157	8017.07766666667
1282.564	7841.70266666667
1288.959	9190.536
1295.34	11686.7466666667
1301.709	12542.37
1308.065	10682.7033333333
1314.408	8205.61933333334
1320.739	6332.99433333333
1327.057	4776.70266666667
1333.363	3771.61933333333
1339.656	3308.911
1345.937	3095.99433333333
1352.205	2935.161
1358.462	2894.36933333333
1364.706	2855.161
1370.938	2656.61933333333
1377.158	2331.74433333333
1383.366	2148.49433333333
1389.562	2203.49433333333
1395.746	2536.07766666667
1401.918	2897.57766666667
1408.079	3284.786
1414.227	4153.20266666667
1420.365	5748.61933333333
1426.49	9850.45233333334
1432.605	15685.7033333333
1438.707	18784.0766666667
1444.799	17504.4533333333
1450.879	15016.5766666667
1456.948	12464.83
1463.005	9302.49433333334
1469.052	6433.49433333333
1475.087	4261.49433333333
1481.111	3060.74433333333
1487.124	2389.32766666667
1493.127	2007.286
1499.118	1750.286
1505.099	1565.70266666667
1511.069	1426.61933333333
1517.028	1326.661
1522.977	1230.74433333333
1528.915	1162.95266666667
1534.842	1101.11933333333
1540.76	1055.16096666667
1546.666	1014.49436666667
1552.563	973.7027
1558.448	934.786033333334
1564.324	894.994266666667
1570.19	872.369266666667
1576.045	869.994266666667
1581.89	851.535933333334
1587.726	854.7026
1593.551	849.369266666667
1599.366	837.994266666667
1605.172	859.619266666667
1610.967	919.7026
1616.753	1056.41096666667
1622.529	1249.07766666667
1628.296	1542.161
1634.052	2079.661
1639.8	3715.61933333333
1645.537	6818.86933333333
1651.266	10210.4536666667
1656.984	9397.32766666667
1662.694	5307.286
1668.394	2673.036
1674.085	1416.536
1679.766	1050.4943
1685.439	872.744266666667
1691.102	800.2026
1696.756	749.244266666667
1702.401	721.869266666667
1708.038	707.744266666667
1713.665	724.410933333333
1719.283	799.119266666667
1724.893	967.5777
1730.494	1416.536
1736.086	1996.32766666667
1741.669	2558.95266666667
1747.244	2559.32766666667
1752.81	1983.24433333333
1758.367	1333.911
1763.916	820.369266666667
1769.457	629.994266666667
1774.989	541.660933333333
1780.513	505.119266666667
1786.028	478.8276
1791.535	460.160933333333
1797.034	448.827566666667
1802.525	440.244233333333
1808.007	426.869233333333
1813.481	411.452566666667
1818.948	393.619233333333
1824.406	390.244233333333
1829.856	377.702566666667
1835.299	375.2859
1840.733	373.952566666667
1846.16	371.2859
1851.579	378.1609
1856.99	374.869233333333
1862.393	357.202566666667
1867.789	347.6609
1873.177	368.7859
1878.557	341.452566666667
1883.93	340.619233333333
