,index,value
0,111.5196,-32.3671586
1,120.9049,70.03284
2,130.2617,83.782832
3,139.59,87.382832
4,148.8902,95.607826
5,158.1623,132.05782
6,167.4065,331.08284
7,176.623,930.75786
8,185.8118,3127.5578
9,194.9732,6102.0326
10,204.1073,10445.682
11,213.2142,12592.284
12,222.2941,13467.808
13,231.3471,13043.108
14,240.3733,12271.884
15,249.373,11781.108
16,258.3463,11288.732
17,267.2932,10824.206
18,276.2139,10127.482
19,285.1086,9522.0078
20,293.9775,8796.5078
21,302.8206,8305.4328
22,311.638,7805.9826
23,320.43,7459.7826
24,329.1967,7143.9326
25,337.9381,7012.3326
26,346.6545,6890.2326
27,355.3459,6737.5576
28,364.0125,6551.8826
29,372.6544,6420.9576
30,381.2718,6268.2826
31,389.8647,6205.7326
32,398.4334,6223.9826
33,406.9779,6130.3826
34,415.4984,5936.9326
35,423.9949,5776.1576
36,432.4677,5542.8576
37,440.9168,5374.4826
38,449.3424,5230.5326
39,457.7446,5131.6076
40,466.1235,5034.8826
41,474.4792,4965.7826
42,482.8119,4902.0076
43,491.1217,4802.0076
44,499.4087,4675.5826
45,507.6729,4544.6326
46,515.9147,4371.7576
47,524.134,4169.8076
48,532.3309,3885.1578
49,540.5057,3664.2828
50,548.6583,3401.3578
51,556.789,3292.1328
52,564.8978,3328.8328
53,572.9849,3494.0078
54,581.0503,3757.2328
55,589.0942,3925.4328
56,597.1167,4045.1078
57,605.1179,3901.6328
58,613.0979,3532.0828
59,621.0568,3264.8328
60,628.9948,3025.2328
61,636.9119,2926.8578
62,644.8082,2798.8078
63,652.684,2684.4328
64,660.5391,2588.7578
65,668.3739,2554.4328
66,676.1883,2572.8578
67,683.9825,2650.6328
68,691.7567,2809.1328
69,699.5107,2988.9078
70,707.2449,3264.9078
71,714.9593,3541.9828
72,722.654,3758.5328
73,730.3291,3679.4328
74,737.9847,3437.4078
75,745.6209,3286.1078
76,753.2379,3251.3828
77,760.8356,3293.1078
78,768.4142,3256.5578
79,775.9738,3124.3828
80,783.5146,3053.3328
81,791.0365,3215.3578
82,798.5397,3764.0328
83,806.0244,4306.5826
84,813.4905,4838.3576
85,820.9382,5295.1326
86,828.3676,6216.0076
87,835.7788,7009.2326
88,843.1719,7642.8576
89,850.5469,7749.0076
90,857.9039,7832.5326
91,865.2432,8031.3326
92,872.5646,7896.1826
93,879.8684,7512.8826
94,887.1546,7043.0326
95,894.4233,6486.0826
96,901.6747,6093.4076
97,908.9088,5997.7576
98,916.1255,5819.4326
99,923.3253,5500.1076
100,930.5079,5242.8826
101,937.6736,5140.9326
102,944.8224,5006.1826
103,951.9545,4889.9326
104,959.0698,5031.8826
105,966.1686,5300.5326
106,973.2508,4996.4076
107,980.3167,4307.0826
108,987.3661,3816.6328
109,994.3993,3795.1828
110,1001.416,4059.7578
111,1008.417,4383.5076
112,1015.402,4673.8326
113,1022.371,4774.6326
114,1029.324,4848.1076
115,1036.261,4923.0826
116,1043.183,4990.6576
117,1050.089,5333.4326
118,1056.98,6295.0326
119,1063.855,6984.9576
120,1070.714,7451.9576
121,1077.559,7782.4326
122,1084.388,7322.0326
123,1091.202,6086.7326
124,1098.001,4645.3076
125,1104.785,3904.8328
126,1111.554,3821.3328
127,1118.308,3686.2328
128,1125.048,3047.8328
129,1131.773,2471.2578
130,1138.483,2238.2078
131,1145.179,2139.6328
132,1151.86,2057.0578
133,1158.527,2035.4328
134,1165.18,2077.0328
135,1171.818,2110.5328
136,1178.442,2125.1828
137,1185.053,2168.8078
138,1191.649,2256.3078
139,1198.231,2307.1078
140,1204.799,2361.0078
141,1211.354,2483.4328
142,1217.895,2710.0078
143,1224.422,3023.7578
144,1230.936,3481.2828
145,1237.436,4091.4078
146,1243.922,5027.8826
147,1250.396,6367.4326
148,1256.856,7850.5076
149,1263.302,8697.5328
150,1269.736,8666.6578
151,1276.157,8107.9326
152,1282.564,8020.8826
153,1288.959,9488.2828
154,1295.34,12228.232
155,1301.709,13096.956
156,1308.065,11114.632
157,1314.408,8613.8078
158,1320.739,6618.7326
159,1327.057,5053.8076
160,1333.363,3966.4328
161,1339.656,3503.5578
162,1345.937,3296.8828
163,1352.205,3123.7328
164,1358.462,3073.3828
165,1364.706,3040.6828
166,1370.938,2821.0828
167,1377.158,2489.9828
168,1383.366,2275.9078
169,1389.562,2315.9828
170,1395.746,2671.5078
171,1401.918,3040.0078
172,1408.079,3474.7828
173,1414.227,4347.9826
174,1420.365,6074.8576
175,1426.49,10217.656
176,1432.605,16585.508
177,1438.707,19668.458
178,1444.799,18287.882
179,1450.879,15779.956
180,1456.948,13019.506
181,1463.005,9827.7584
182,1469.052,6713.1076
183,1475.087,4539.0576
184,1481.111,3226.1578
185,1487.124,2549.5828
186,1493.127,2139.1328
187,1499.118,1882.5828
188,1505.099,1683.7578
189,1511.069,1531.6328
190,1517.028,1416.8078
191,1522.977,1327.8078
192,1528.915,1258.1578
193,1534.842,1203.2078
194,1540.76,1150.2328
195,1546.666,1098.6328
196,1552.563,1054.0328
197,1558.448,1017.28272
198,1564.324,983.28276
199,1570.19,953.98286
200,1576.045,931.48286
201,1581.89,917.75786
202,1587.726,907.08286
203,1593.551,897.48286
204,1599.366,898.65786
205,1605.172,913.13286
206,1610.967,962.85786
207,1616.753,1110.1078
208,1622.529,1322.1328
209,1628.296,1613.7828
210,1634.052,2174.7328
211,1639.8,3794.4078
212,1645.537,7053.9326
213,1651.266,10274.958
214,1656.984,9236.7578
215,1662.694,5234.6576
216,1668.394,2570.9828
217,1674.085,1436.2078
218,1679.766,1073.8578
219,1685.439,899.80786
220,1691.102,830.90786
221,1696.756,794.58286
222,1702.401,780.93286
223,1708.038,753.85786
224,1713.665,769.45786
225,1719.283,848.95786
226,1724.893,1042.9078
227,1730.494,1500.9078
228,1736.086,2092.2578
229,1741.669,2648.9578
230,1747.244,2658.2328
231,1752.81,2063.1828
232,1758.367,1377.7078
233,1763.916,867.60786
234,1769.457,662.00786
235,1774.989,575.35786
236,1780.513,535.68286
237,1786.028,503.10786
238,1791.535,480.83284
239,1797.034,466.03284
240,1802.525,458.18284
241,1808.007,445.78284
242,1813.481,432.90784
243,1818.948,417.65784
244,1824.406,413.00784
245,1829.856,401.03284
246,1835.299,395.55784
247,1840.733,379.30784
248,1846.16,384.38284
249,1851.579,379.48284
250,1856.99,371.28284
251,1862.393,358.98284
252,1867.789,365.43284
253,1873.177,366.13284
254,1878.557,357.20784
255,1883.93,352.43284
