	¾ùÖµ
12-2.5 7.5 90(1)_RBg	12-2.5 7.5 90(1)_RBg
111.5196	-16.8589788
120.9049	63.16602
130.2617	70.266016
139.59	77.816014
148.8902	96.141022
158.1623	129.241
167.4065	307.99102
176.623	898.21604
185.8118	3098.866
194.9732	6068.3162
204.1073	10405.394
213.2142	12567.14
222.2941	13483.566
231.3471	13081.368
240.3733	12323.466
249.373	11836.716
258.3463	11367.99
267.2932	10928.19
276.2139	10242.716
285.1086	9666.5412
293.9775	8959.2912
302.8206	8481.4662
311.638	7986.2912
320.43	7649.3662
329.1967	7332.2912
337.9381	7202.0162
346.6545	7091.8912
355.3459	6945.5162
364.0125	6754.0662
372.6544	6623.1662
381.2718	6452.5412
389.8647	6403.3412
398.4334	6412.3912
406.9779	6327.8162
415.4984	6125.2662
423.9949	5965.5162
432.4677	5739.4162
440.9168	5567.2662
449.3424	5430.8162
457.7446	5327.6412
466.1235	5229.1662
474.4792	5161.7912
482.8119	5086.5662
491.1217	4987.3912
499.4087	4842.0662
507.6729	4711.3162
515.9147	4533.7162
524.134	4320.4912
532.3309	4036.666
540.5057	3813.366
548.6583	3550.666
556.789	3441.591
564.8978	3458.791
572.9849	3621.066
581.0503	3878.116
589.0942	4031.516
597.1167	4141.1912
605.1179	4004.666
613.0979	3646.516
621.0568	3368.891
628.9948	3136.341
636.9119	3016.441
644.8082	2889.191
652.684	2779.116
660.5391	2681.041
668.3739	2645.566
676.1883	2661.216
683.9825	2736.916
691.7567	2894.966
699.5107	3065.491
707.2449	3350.766
714.9593	3631.316
722.654	3838.941
730.3291	3753.341
737.9847	3510.091
745.6209	3342.241
753.2379	3305.416
760.8356	3358.516
768.4142	3317.716
775.9738	3193.691
783.5146	3135.941
791.0365	3292.966
798.5397	3807.491
806.0244	4369.8662
813.4905	4887.1912
820.9382	5392.1162
828.3676	6301.3412
835.7788	7130.6662
843.1719	7736.2412
850.5469	7836.6662
857.9039	7901.1662
865.2432	8098.2662
872.5646	7978.9412
879.8684	7600.2662
887.1546	7129.2912
894.4233	6577.3912
901.6747	6223.7412
908.9088	6117.3662
916.1255	5942.2412
923.3253	5644.5912
930.5079	5389.0412
937.6736	5296.1912
944.8224	5171.3912
951.9545	5074.5662
959.0698	5235.7662
966.1686	5537.6412
973.2508	5225.7162
980.3167	4479.6662
987.3661	3975.341
994.3993	3953.816
1001.416	4227.2912
1008.417	4575.2662
1015.402	4880.5162
1022.371	4983.8162
1029.324	5040.3662
1036.261	5136.7412
1043.183	5223.4162
1050.089	5584.7162
1056.98	6591.3162
1063.855	7328.8912
1070.714	7835.1412
1077.559	8173.1162
1084.388	7705.9662
1091.202	6445.1412
1098.001	4958.9912
1104.785	4180.5912
1111.554	4078.816
1118.308	3924.466
1125.048	3251.541
1131.773	2656.641
1138.483	2405.816
1145.179	2313.416
1151.86	2214.266
1158.527	2190.841
1165.18	2226.866
1171.818	2260.316
1178.442	2278.266
1185.053	2309.566
1191.649	2396.966
1198.231	2460.666
1204.799	2511.741
1211.354	2613.241
1217.895	2842.291
1224.422	3154.716
1230.936	3602.716
1237.436	4208.3912
1243.922	5187.5162
1250.396	6554.6662
1256.856	8064.5412
1263.302	8888.1412
1269.736	8830.2162
1276.157	8217.8912
1282.564	8092.5412
1288.959	9507.8662
1295.34	12205.966
1301.709	13041.318
1308.065	11033.142
1314.408	8569.3162
1320.739	6577.3662
1327.057	5029.6662
1333.363	3956.566
1339.656	3487.666
1345.937	3271.616
1352.205	3108.066
1358.462	3048.616
1364.706	3028.766
1370.938	2810.391
1377.158	2479.891
1383.366	2261.066
1389.562	2306.716
1395.746	2664.066
1401.918	3020.016
1408.079	3443.141
1414.227	4307.1662
1420.365	5993.8412
1426.49	10033.1918
1432.605	16269.616
1438.707	19253.116
1444.799	17899.818
1450.879	15446.116
1456.948	12758.39
1463.005	9610.3912
1469.052	6593.5662
1475.087	4454.3662
1481.111	3194.491
1487.124	2513.491
1493.127	2111.416
1499.118	1862.241
1505.099	1671.066
1511.069	1520.816
1517.028	1414.091
1522.977	1328.866
1528.915	1251.341
1534.842	1194.441
1540.76	1145.166
1546.666	1090.941
1552.563	1048.166
1558.448	1012.84108
1564.324	988.29104
1570.19	959.79104
1576.045	929.96604
1581.89	920.51604
1587.726	906.66604
1593.551	896.11604
1599.366	897.46604
1605.172	920.96604
1610.967	976.69104
1616.753	1103.816
1622.529	1308.866
1628.296	1606.366
1634.052	2171.766
1639.8	3738.591
1645.537	6956.0662
1651.266	10133.866
1656.984	9180.9162
1662.694	5285.8162
1668.394	2589.666
1674.085	1446.066
1679.766	1071.766
1685.439	908.39104
1691.102	830.56604
1696.756	797.14104
1702.401	768.84104
1708.038	751.76604
1713.665	770.31604
1719.283	834.54104
1724.893	1032.7912
1730.494	1465.191
1736.086	2065.491
1741.669	2582.666
1747.244	2590.641
1752.81	2027.891
1758.367	1337.491
1763.916	855.54104
1769.457	657.01604
1774.989	565.64104
1780.513	526.14104
1786.028	498.19104
1791.535	477.94104
1797.034	456.74102
1802.525	445.79102
1808.007	436.99102
1813.481	430.44102
1818.948	420.39102
1824.406	414.96602
1829.856	406.61602
1835.299	398.21602
1840.733	383.56602
1846.16	377.36602
1851.579	377.44102
1856.99	372.44102
1862.393	367.26602
1867.789	347.09102
1873.177	342.89102
1878.557	340.16602
1883.93	344.14102
