	¾ùÖµ
7-7.5 2.5 90(1)_RBg	7-7.5 2.5 90(1)_RBg
111.5196	-23.17762236
120.9049	58.94738
130.2617	60.972378
139.59	67.347378
148.8902	86.52237
158.1623	115.647374
167.4065	259.22238
176.623	720.49738
185.8118	2429.6974
194.9732	4760.0724
204.1073	8148.5474
213.2142	9825.0228
222.2941	10521.298
231.3471	10205.624
240.3733	9608.8222
249.373	9217.4972
258.3463	8853.4972
267.2932	8502.2222
276.2139	7980.5724
285.1086	7511.9474
293.9775	6959.3224
302.8206	6587.8974
311.638	6219.1224
320.43	5943.5474
329.1967	5692.6474
337.9381	5590.2974
346.6545	5497.6224
355.3459	5369.1224
364.0125	5216.4474
372.6544	5115.4724
381.2718	4995.2724
389.8647	4959.0224
398.4334	4955.0224
406.9779	4888.7724
415.4984	4737.6724
423.9949	4608.5474
432.4677	4447.9724
440.9168	4320.3474
449.3424	4206.3474
457.7446	4117.5974
466.1235	4034.2474
474.4792	3983.5724
482.8119	3931.6224
491.1217	3852.1724
499.4087	3742.2974
507.6729	3638.6724
515.9147	3505.2974
524.134	3343.7974
532.3309	3122.2974
540.5057	2946.1224
548.6583	2750.6974
556.789	2666.1224
564.8978	2674.0724
572.9849	2804.6724
581.0503	3008.1724
589.0942	3124.1224
597.1167	3200.4224
605.1179	3088.7724
613.0979	2811.9724
621.0568	2604.0474
628.9948	2425.8474
636.9119	2335.9724
644.8082	2227.4224
652.684	2149.7974
660.5391	2066.9974
668.3739	2036.4974
676.1883	2042.0724
683.9825	2097.6224
691.7567	2235.5974
699.5107	2374.1724
707.2449	2588.9224
714.9593	2790.3974
722.654	2950.3724
730.3291	2888.7724
737.9847	2679.0724
745.6209	2550.1474
753.2379	2514.1474
760.8356	2547.8724
768.4142	2524.0724
775.9738	2430.4474
783.5146	2374.7224
791.0365	2482.7724
798.5397	2860.4474
806.0244	3265.8224
813.4905	3666.2474
820.9382	4033.3224
828.3676	4755.7974
835.7788	5365.6974
843.1719	5824.5224
850.5469	5896.0474
857.9039	5953.6724
865.2432	6109.4474
872.5646	6014.8224
879.8684	5717.7224
887.1546	5354.4974
894.4233	4948.6974
901.6747	4684.2724
908.9088	4613.3224
916.1255	4467.8974
923.3253	4232.3724
930.5079	4043.7474
937.6736	3967.3724
944.8224	3881.6224
951.9545	3802.4224
959.0698	3911.9974
966.1686	4127.1724
973.2508	3885.3224
980.3167	3316.3724
987.3661	2926.1474
994.3993	2902.2974
1001.416	3095.1724
1008.417	3341.4224
1015.402	3551.0474
1022.371	3624.5724
1029.324	3665.9224
1036.261	3728.1224
1043.183	3792.3474
1050.089	4038.6224
1056.98	4777.0974
1063.855	5300.7474
1070.714	5660.6724
1077.559	5882.8474
1084.388	5536.3474
1091.202	4631.0474
1098.001	3556.7724
1104.785	2988.0974
1111.554	2899.8474
1118.308	2782.0474
1125.048	2305.0474
1131.773	1894.4224
1138.483	1717.0974
1145.179	1642.9224
1151.86	1574.8724
1158.527	1559.8974
1165.18	1591.7474
1171.818	1612.9974
1178.442	1622.8974
1185.053	1663.9724
1191.649	1729.5974
1198.231	1763.6474
1204.799	1810.3724
1211.354	1907.5974
1217.895	2083.5724
1224.422	2315.6224
1230.936	2656.8474
1237.436	3135.5974
1243.922	3884.8724
1250.396	4954.2974
1256.856	6108.9224
1263.302	6768.0474
1269.736	6728.1474
1276.157	6243.7224
1282.564	6134.8724
1288.959	7226.6974
1295.34	9264.6472
1301.709	9914.8978
1308.065	8427.5472
1314.408	6527.9724
1320.739	5012.7974
1327.057	3828.3974
1333.363	3019.8224
1339.656	2670.8724
1345.937	2501.2224
1352.205	2372.8724
1358.462	2331.2474
1364.706	2311.9224
1370.938	2140.5474
1377.158	1891.7474
1383.366	1734.1224
1389.562	1765.5724
1395.746	2040.8224
1401.918	2315.8474
1408.079	2645.7474
1414.227	3311.3724
1420.365	4610.9224
1426.49	7755.2474
1432.605	12548.924
1438.707	14897.2
1444.799	13847.798
1450.879	11936.324
1456.948	9857.4728
1463.005	7429.4474
1469.052	5074.0474
1475.087	3424.4724
1481.111	2442.4974
1487.124	1934.5974
1493.127	1626.2974
1499.118	1425.7974
1505.099	1279.6474
1511.069	1167.4724
1517.028	1086.1474
1522.977	1016.77244
1528.915	955.49738
1534.842	917.34738
1540.76	876.49738
1546.666	847.97238
1552.563	820.34738
1558.448	789.02238
1564.324	769.12238
1570.19	736.82238
1576.045	720.27238
1581.89	710.17238
1587.726	698.42238
1593.551	697.57238
1599.366	697.57238
1605.172	707.62238
1610.967	756.07238
1616.753	852.09738
1622.529	1008.1724
1628.296	1235.4974
1634.052	1688.4974
1639.8	2888.3974
1645.537	5468.7474
1651.266	7897.8724
1656.984	7199.5474
1662.694	4236.5224
1668.394	2013.9974
1674.085	1147.9724
1679.766	839.99738
1685.439	717.09738
1691.102	654.67238
1696.756	624.14738
1702.401	600.67238
1708.038	586.59738
1713.665	592.84738
1719.283	644.09738
1724.893	802.92238
1730.494	1128.3474
1736.086	1597.8974
1741.669	1994.2724
1747.244	2004.1474
1752.81	1576.1724
1758.367	1024.5225
1763.916	667.24738
1769.457	517.67238
1774.989	440.39738
1780.513	396.27238
1786.028	389.29738
1791.535	379.17238
1797.034	363.32238
1802.525	350.59738
1808.007	344.82238
1813.481	339.54738
1818.948	329.79738
1824.406	321.49738
1829.856	318.77238
1835.299	311.24738
1840.733	306.34738
1846.16	302.37238
1851.579	293.12238
1856.99	290.62238
1862.393	285.49738
1867.789	288.74738
1873.177	281.59738
1878.557	274.19738
1883.93	270.22238
