,index,value
0,111.5196,-16.8589788
1,120.9049,63.16602
2,130.2617,70.266016
3,139.59,77.816014
4,148.8902,96.141022
5,158.1623,129.241
6,167.4065,307.99102
7,176.623,898.21604
8,185.8118,3098.866
9,194.9732,6068.3162
10,204.1073,10405.394
11,213.2142,12567.14
12,222.2941,13483.566
13,231.3471,13081.368
14,240.3733,12323.466
15,249.373,11836.716
16,258.3463,11367.99
17,267.2932,10928.19
18,276.2139,10242.716
19,285.1086,9666.5412
20,293.9775,8959.2912
21,302.8206,8481.4662
22,311.638,7986.2912
23,320.43,7649.3662
24,329.1967,7332.2912
25,337.9381,7202.0162
26,346.6545,7091.8912
27,355.3459,6945.5162
28,364.0125,6754.0662
29,372.6544,6623.1662
30,381.2718,6452.5412
31,389.8647,6403.3412
32,398.4334,6412.3912
33,406.9779,6327.8162
34,415.4984,6125.2662
35,423.9949,5965.5162
36,432.4677,5739.4162
37,440.9168,5567.2662
38,449.3424,5430.8162
39,457.7446,5327.6412
40,466.1235,5229.1662
41,474.4792,5161.7912
42,482.8119,5086.5662
43,491.1217,4987.3912
44,499.4087,4842.0662
45,507.6729,4711.3162
46,515.9147,4533.7162
47,524.134,4320.4912
48,532.3309,4036.666
49,540.5057,3813.366
50,548.6583,3550.666
51,556.789,3441.591
52,564.8978,3458.791
53,572.9849,3621.066
54,581.0503,3878.116
55,589.0942,4031.516
56,597.1167,4141.1912
57,605.1179,4004.666
58,613.0979,3646.516
59,621.0568,3368.891
60,628.9948,3136.341
61,636.9119,3016.441
62,644.8082,2889.191
63,652.684,2779.116
64,660.5391,2681.041
65,668.3739,2645.566
66,676.1883,2661.216
67,683.9825,2736.916
68,691.7567,2894.966
69,699.5107,3065.491
70,707.2449,3350.766
71,714.9593,3631.316
72,722.654,3838.941
73,730.3291,3753.341
74,737.9847,3510.091
75,745.6209,3342.241
76,753.2379,3305.416
77,760.8356,3358.516
78,768.4142,3317.716
79,775.9738,3193.691
80,783.5146,3135.941
81,791.0365,3292.966
82,798.5397,3807.491
83,806.0244,4369.8662
84,813.4905,4887.1912
85,820.9382,5392.1162
86,828.3676,6301.3412
87,835.7788,7130.6662
88,843.1719,7736.2412
89,850.5469,7836.6662
90,857.9039,7901.1662
91,865.2432,8098.2662
92,872.5646,7978.9412
93,879.8684,7600.2662
94,887.1546,7129.2912
95,894.4233,6577.3912
96,901.6747,6223.7412
97,908.9088,6117.3662
98,916.1255,5942.2412
99,923.3253,5644.5912
100,930.5079,5389.0412
101,937.6736,5296.1912
102,944.8224,5171.3912
103,951.9545,5074.5662
104,959.0698,5235.7662
105,966.1686,5537.6412
106,973.2508,5225.7162
107,980.3167,4479.6662
108,987.3661,3975.341
109,994.3993,3953.816
110,1001.416,4227.2912
111,1008.417,4575.2662
112,1015.402,4880.5162
113,1022.371,4983.8162
114,1029.324,5040.3662
115,1036.261,5136.7412
116,1043.183,5223.4162
117,1050.089,5584.7162
118,1056.98,6591.3162
119,1063.855,7328.8912
120,1070.714,7835.1412
121,1077.559,8173.1162
122,1084.388,7705.9662
123,1091.202,6445.1412
124,1098.001,4958.9912
125,1104.785,4180.5912
126,1111.554,4078.816
127,1118.308,3924.466
128,1125.048,3251.541
129,1131.773,2656.641
130,1138.483,2405.816
131,1145.179,2313.416
132,1151.86,2214.266
133,1158.527,2190.841
134,1165.18,2226.866
135,1171.818,2260.316
136,1178.442,2278.266
137,1185.053,2309.566
138,1191.649,2396.966
139,1198.231,2460.666
140,1204.799,2511.741
141,1211.354,2613.241
142,1217.895,2842.291
143,1224.422,3154.716
144,1230.936,3602.716
145,1237.436,4208.3912
146,1243.922,5187.5162
147,1250.396,6554.6662
148,1256.856,8064.5412
149,1263.302,8888.1412
150,1269.736,8830.2162
151,1276.157,8217.8912
152,1282.564,8092.5412
153,1288.959,9507.8662
154,1295.34,12205.966
155,1301.709,13041.318
156,1308.065,11033.142
157,1314.408,8569.3162
158,1320.739,6577.3662
159,1327.057,5029.6662
160,1333.363,3956.566
161,1339.656,3487.666
162,1345.937,3271.616
