	¾ùÖµ
34-5 15 80(1)_RBg	34-5 15 80(1)_RBg
111.5196	-31.15866
120.9049	80.1746666666667
130.2617	92.633
139.59	97.2163333333334
148.8902	104.258
158.1623	150.6747
167.4065	374.883033333333
176.623	1038.71633333333
185.8118	3530.21633333333
194.9732	6864.09133333333
204.1073	11762.6733333333
213.2142	14184.6733333333
222.2941	15205.1766666667
231.3471	14754.34
240.3733	13892.2133333333
249.373	13351.7966666667
258.3463	12844.1333333333
267.2932	12361.1766666667
276.2139	11622.84
285.1086	10983.4266666667
293.9775	10194.3
302.8206	9658.00833333334
311.638	9121.925
320.43	8740.675
329.1967	8390.05
337.9381	8235.05
346.6545	8073.758
355.3459	7890.54966666667
364.0125	7699.71633333333
372.6544	7551.21633333333
381.2718	7362.17466666667
389.8647	7295.96633333333
398.4334	7293.42466666667
406.9779	7154.54966666667
415.4984	6919.67466666667
423.9949	6747.34133333333
432.4677	6469.34133333333
440.9168	6260.42466666667
449.3424	6106.92466666667
457.7446	5965.59133333333
466.1235	5848.508
474.4792	5764.09133333333
482.8119	5669.84133333333
491.1217	5553.79966666667
499.4087	5412.04966666667
507.6729	5247.96633333333
515.9147	5055.04966666667
524.134	4814.54966666667
532.3309	4508.09133333333
540.5057	4252.96633333333
548.6583	4004.42466666667
556.789	3903.92466666667
564.8978	3924.17466666667
572.9849	4062.79966666667
581.0503	4303.42466666667
589.0942	4487.54966666667
597.1167	4614.79966666667
605.1179	4460.09133333333
613.0979	4086.008
621.0568	3777.17466666667
628.9948	3496.383
636.9119	3373.133
644.8082	3242.633
652.684	3088.29966666667
660.5391	2978.258
668.3739	2936.71633333333
676.1883	2946.258
683.9825	3052.04966666667
691.7567	3225.09133333333
699.5107	3426.84133333333
707.2449	3731.46633333333
714.9593	4040.42466666667
722.654	4232.71633333333
730.3291	4136.04966666667
737.9847	3858.883
745.6209	3654.508
753.2379	3605.633
760.8356	3644.29966666667
768.4142	3600.29966666667
775.9738	3439.633
783.5146	3373.96633333333
791.0365	3527.133
798.5397	4029.133
