,index,value
0,111.5196,-31.15866
1,120.9049,80.1746666666667
2,130.2617,92.633
3,139.59,97.2163333333334
4,148.8902,104.258
5,158.1623,150.6747
6,167.4065,374.883033333333
7,176.623,1038.71633333333
8,185.8118,3530.21633333333
9,194.9732,6864.09133333333
10,204.1073,11762.6733333333
11,213.2142,14184.6733333333
12,222.2941,15205.1766666667
13,231.3471,14754.34
14,240.3733,13892.2133333333
15,249.373,13351.7966666667
16,258.3463,12844.1333333333
17,267.2932,12361.1766666667
18,276.2139,11622.84
19,285.1086,10983.4266666667
20,293.9775,10194.3
21,302.8206,9658.00833333334
22,311.638,9121.925
23,320.43,8740.675
24,329.1967,8390.05
25,337.9381,8235.05
26,346.6545,8073.758
27,355.3459,7890.54966666667
28,364.0125,7699.71633333333
29,372.6544,7551.21633333333
30,381.2718,7362.17466666667
31,389.8647,7295.96633333333
32,398.4334,7293.42466666667
33,406.9779,7154.54966666667
34,415.4984,6919.67466666667
35,423.9949,6747.34133333333
36,432.4677,6469.34133333333
37,440.9168,6260.42466666667
38,449.3424,6106.92466666667
39,457.7446,5965.59133333333
40,466.1235,5848.508
41,474.4792,5764.09133333333
42,482.8119,5669.84133333333
43,491.1217,5553.79966666667
44,499.4087,5412.04966666667
45,507.6729,5247.96633333333
46,515.9147,5055.04966666667
47,524.134,4814.54966666667
48,532.3309,4508.09133333333
49,540.5057,4252.96633333333
50,548.6583,4004.42466666667
51,556.789,3903.92466666667
52,564.8978,3924.17466666667
53,572.9849,4062.79966666667
54,581.0503,4303.42466666667
55,589.0942,4487.54966666667
56,597.1167,4614.79966666667
57,605.1179,4460.09133333333
58,613.0979,4086.008
59,621.0568,3777.17466666667
60,628.9948,3496.383
61,636.9119,3373.133
62,644.8082,3242.633
63,652.684,3088.29966666667
64,660.5391,2978.258
65,668.3739,2936.71633333333
66,676.1883,2946.258
67,683.9825,3052.04966666667
68,691.7567,3225.09133333333
69,699.5107,3426.84133333333
70,707.2449,3731.46633333333
71,714.9593,4040.42466666667
72,722.654,4232.71633333333
73,730.3291,4136.04966666667
74,737.9847,3858.883
75,745.6209,3654.508
76,753.2379,3605.633
77,760.8356,3644.29966666667
78,768.4142,3600.29966666667
79,775.9738,3439.633
80,783.5146,3373.96633333333
81,791.0365,3527.133
82,798.5397,4029.133
83,806.0244,4608.09133333333
84,813.4905,5124.758
85,820.9382,5691.758
86,828.3676,6679.633
87,835.7788,7612.84133333333
88,843.1719,8196.883
89,850.5469,8266.75833333334
90,857.9039,8340.88333333334
91,865.2432,8575.50833333334
92,872.5646,8466.96666666667
93,879.8684,8028.21633333333
94,887.1546,7548.21633333333
95,894.4233,6964.92466666667
96,901.6747,6649.46633333333
