,index,value
0,111.5196,-17.2776764
1,120.9049,54.447322
2,130.2617,51.147322
3,139.59,58.722324
4,148.8902,73.397324
5,158.1623,99.922336
6,167.4065,242.34732
7,176.623,683.1723
8,185.8118,2325.8722
9,194.9732,4569.8222
10,204.1073,7801.9722
11,213.2142,9437.0972
12,222.2941,10088.3
13,231.3471,9777.6472
14,240.3733,9211.4472
15,249.373,8824.4722
16,258.3463,8461.0722
17,267.2932,8117.9972
18,276.2139,7612.9972
19,285.1086,7155.2472
20,293.9775,6617.7472
21,302.8206,6244.0472
22,311.638,5897.4472
23,320.43,5627.3472
24,329.1967,5385.1222
25,337.9381,5291.0972
26,346.6545,5199.2722
27,355.3459,5080.6472
28,364.0125,4947.4222
29,372.6544,4847.6722
30,381.2718,4730.4722
31,389.8647,4686.5722
32,398.4334,4691.0472
33,406.9779,4619.6472
34,415.4984,4474.0222
35,423.9949,4351.8722
36,432.4677,4184.5472
37,440.9168,4052.8972
38,449.3424,3942.6472
39,457.7446,3865.9222
40,466.1235,3799.7222
41,474.4792,3751.3722
42,482.8119,3697.5722
43,491.1217,3622.2472
44,499.4087,3526.2722
45,507.6729,3430.5722
46,515.9147,3304.6972
47,524.134,3145.9222
48,532.3309,2930.9972
49,540.5057,2759.9972
50,548.6583,2579.5472
51,556.789,2502.8472
52,564.8978,2519.9222
53,572.9849,2633.9222
54,581.0503,2834.4472
55,589.0942,2960.7222
56,597.1167,3038.6472
57,605.1179,2926.8972
58,613.0979,2667.5722
59,621.0568,2458.9972
60,628.9948,2293.9722
61,636.9119,2201.3472
62,644.8082,2111.3724
63,652.684,2031.5974
64,660.5391,1943.0974
65,668.3739,1922.2224
66,676.1883,1936.2224
67,683.9825,1991.0474
68,691.7567,2106.0474
69,699.5107,2226.9222
70,707.2449,2424.0472
71,714.9593,2628.3722
72,722.654,2780.3722
73,730.3291,2740.9472
74,737.9847,2566.9222
75,745.6209,2446.4472
76,753.2379,2424.6722
77,760.8356,2455.0222
78,768.4142,2419.2222
79,775.9738,2323.3972
80,783.5146,2275.4222
81,791.0365,2401.7722
82,798.5397,2791.8722
83,806.0244,3200.6222
84,813.4905,3565.7222
85,820.9382,3906.6972
86,828.3676,4555.6472
87,835.7788,5151.8472
88,843.1719,5607.3722
89,850.5469,5697.7222
90,857.9039,5742.2972
91,865.2432,5883.7222
92,872.5646,5790.4472
93,879.8684,5505.7722
94,887.1546,5161.4472
95,894.4233,4750.4222
96,901.6747,4461.9972
97,908.9088,4377.0222
98,916.1255,4241.2722
99,923.3253,4015.9472
100,930.5079,3823.1722
101,937.6736,3744.9222
102,944.8224,3648.9472
103,951.9545,3555.2472
104,959.0698,3652.7472
105,966.1686,3842.5972
106,973.2508,3624.1472
107,980.3167,3138.1722
108,987.3661,2798.7222
109,994.3993,2771.3222
110,1001.416,2974.1972
111,1008.417,3222.9972
112,1015.402,3430.4972
113,1022.371,3502.9472
114,1029.324,3546.0722
115,1036.261,3605.0722
116,1043.183,3657.0722
117,1050.089,3908.4722
118,1056.98,4602.8472
119,1063.855,5107.3722
120,1070.714,5455.0722
121,1077.559,5688.4472
122,1084.388,5355.5722
123,1091.202,4464.6472
124,1098.001,3387.8222
125,1104.785,2832.2972
126,1111.554,2781.1972
127,1118.308,2699.5722
128,1125.048,2228.8722
129,1131.773,1817.0724
130,1138.483,1644.3974
131,1145.179,1583.7724
132,1151.86,1520.5224
133,1158.527,1493.4474
134,1165.18,1522.3724
135,1171.818,1547.2974
136,1178.442,1558.7474
137,1185.053,1587.5224
138,1191.649,1647.6224
139,1198.231,1688.0224
140,1204.799,1722.8474
141,1211.354,1798.3474
142,1217.895,1972.9474
143,1224.422,2210.6222
144,1230.936,2533.1722
145,1237.436,2968.4472
146,1243.922,3644.6222
147,1250.396,4608.3222
148,1256.856,5687.2972
149,1263.302,6299.3972
150,1269.736,6295.4722
151,1276.157,5890.0472
152,1282.564,5851.1222
153,1288.959,6960.0972
154,1295.34,8965.9972
155,1301.709,9603.2482
156,1308.065,8167.6222
157,1314.408,6312.6722
158,1320.739,4857.3472
159,1327.057,3694.8222
160,1333.363,2912.3722
161,1339.656,2576.4722
162,1345.937,2417.9972
163,1352.205,2287.1972
164,1358.462,2256.2972
165,1364.706,2234.9222
166,1370.938,2070.5474
167,1377.158,1826.9724
168,1383.366,1677.0474
169,1389.562,1706.1974
170,1395.746,1959.6974
171,1401.918,2227.8222
172,1408.079,2542.9972
173,1414.227,3185.7222
174,1420.365,4431.9222
175,1426.49,7538.9222
176,1432.605,12151.972
177,1438.707,14455.674
178,1444.799,13435.698
179,1450.879,11572.2
180,1456.948,9575.4222
181,1463.005,7178.8972
182,1469.052,4920.3472
183,1475.087,3308.1722
184,1481.111,2374.7222
185,1487.124,1880.7224
186,1493.127,1578.2224
187,1499.118,1384.5724
188,1505.099,1247.6974
189,1511.069,1135.7974
190,1517.028,1052.5974
191,1522.977,995.2473
192,1528.915,944.4473
193,1534.842,897.4723
194,1540.76,860.0473
195,1546.666,825.5723
196,1552.563,801.3473
197,1558.448,764.4723
198,1564.324,736.6223
199,1570.19,713.4723
200,1576.045,708.9473
201,1581.89,695.5223
202,1587.726,678.5473
203,1593.551,673.2723
204,1599.366,683.6973
205,1605.172,692.6473
206,1610.967,728.3223
207,1616.753,819.9973
208,1622.529,979.5973
209,1628.296,1184.2474
210,1634.052,1588.5974
211,1639.8,2749.3222
212,1645.537,5160.4472
213,1651.266,7428.9972
214,1656.984,6629.2972
215,1662.694,3775.2972
216,1668.394,1824.1474
217,1674.085,1049.8473
218,1679.766,788.2723
219,1685.439,676.5723
220,1691.102,622.8973
221,1696.756,599.5473
222,1702.401,584.3473
223,1708.038,568.7973
224,1713.665,579.2723
225,1719.283,634.2723
226,1724.893,776.4723
227,1730.494,1087.1974
228,1736.086,1544.8224
229,1741.669,1923.7724
230,1747.244,1927.9724
231,1752.81,1510.3224
232,1758.367,997.59726
233,1763.916,643.5973
234,1769.457,494.12232
235,1774.989,419.07232
236,1780.513,396.22232
237,1786.028,375.62232
238,1791.535,361.47232
239,1797.034,346.64732
240,1802.525,341.89732
241,1808.007,331.64732
242,1813.481,328.67232
243,1818.948,316.07232
244,1824.406,309.67232
245,1829.856,314.94732
246,1835.299,314.22232
247,1840.733,294.42232
248,1846.16,285.82232
249,1851.579,285.07232
250,1856.99,285.44732
251,1862.393,275.12232
252,1867.789,278.52232
253,1873.177,267.32232
254,1878.557,256.79732
255,1883.93,259.34732
