	¾ùÖµ
65-0 50 50(1)_RBg	65-0 50 50(1)_RBg
111.5196	8.432955
120.9049	39.557955
130.2617	45.807955
139.59	55.432955
148.8902	96.05796
158.1623	133.37045
167.4065	363.87045
176.623	1144.7455
185.8118	3965.433
194.9732	7748.2455
204.1073	13234.685
213.2142	15958.185
222.2941	17145.62
231.3471	16666.495
240.3733	15736.56
249.373	15171.81
258.3463	14694.12
267.2932	14264.305
276.2139	13562.495
285.1086	12923.495
293.9775	12106.87
302.8206	11550.495
311.638	10999.68
320.43	10597.31
329.1967	10216.435
337.9381	10026.245
346.6545	9818.1205
355.3459	9613.9955
364.0125	9394.058
372.6544	9228.808
381.2718	8976.3705
389.8647	8873.558
398.4334	8833.1205
406.9779	8664.058
415.4984	8404.2455
423.9949	8207.183
432.4677	7940.1205
440.9168	7703.058
449.3424	7488.4955
457.7446	7316.558
466.1235	7142.9955
474.4792	7013.7455
482.8119	6888.8705
491.1217	6735.058
499.4087	6559.1205
507.6729	6363.683
515.9147	6135.1205
524.134	5855.433
532.3309	5535.2455
540.5057	5265.6205
548.6583	4971.3705
556.789	4852.8705
564.8978	4857.1205
572.9849	4958.7455
581.0503	5143.2455
589.0942	5281.558
597.1167	5380.3705
605.1179	5207.3705
613.0979	4791.6205
621.0568	4463.808
628.9948	4181.9955
636.9119	4015.808
644.8082	3851.933
652.684	3709.808
660.5391	3574.2455
668.3739	3512.683
676.1883	3522.6205
683.9825	3600.433
691.7567	3792.433
699.5107	3993.433
707.2449	4281.9955
714.9593	4539.308
722.654	4717.1205
730.3291	4590.7455
737.9847	4238.558
745.6209	3998.808
753.2379	3904.3705
760.8356	3941.433
768.4142	3899.9955
775.9738	3744.4955
783.5146	3608.433
791.0365	3702.558
798.5397	4103.7455
806.0244	4542.4955
813.4905	5080.933
820.9382	5695.808
828.3676	6879.8705
835.7788	7735.433
843.1719	8240.3705
850.5469	8161.058
857.9039	8156.558
865.2432	8376.058
872.5646	8342.4955
879.8684	7982.3705
887.1546	7502.4955
894.4233	7047.3705
901.6747	6822.2455
908.9088	6766.3705
916.1255	6566.308
923.3253	6257.183
930.5079	6003.683
937.6736	5924.183
944.8224	5872.2455
951.9545	5801.2455
959.0698	5988.558
966.1686	6281.2455
973.2508	5927.9955
980.3167	5050.808
987.3661	4324.808
994.3993	4186.183
1001.416	4355.308
1008.417	4613.1205
1015.402	4882.2455
1022.371	4974.433
1029.324	5037.683
1036.261	5099.7455
1043.183	5160.308
1050.089	5478.8705
1056.98	6454.9955
1063.855	7176.308
1070.714	7640.6205
1077.559	7835.433
1084.388	7370.6205
1091.202	6320.2455
1098.001	5056.2455
1104.785	4415.058
1111.554	4174.683
1118.308	3898.183
1125.048	3271.2455
1131.773	2761.2455
1138.483	2516.7455
1145.179	2431.433
1151.86	2355.183
1158.527	2355.183
1165.18	2403.058
1171.818	2440.558
1178.442	2510.6205
1185.053	2592.683
1191.649	2691.2455
1198.231	2764.8705
1204.799	2879.1205
1211.354	3055.4955
1217.895	3313.4955
1224.422	3603.1205
1230.936	4084.308
1237.436	4784.558
1243.922	6011.6205
1250.396	7710.183
1256.856	9492.8705
1263.302	10397.745
1269.736	10231.745
1276.157	9401.308
1282.564	9001.2455
1288.959	10203.31
1295.34	12776.93
1301.709	13597.685
1308.065	11593.87
1314.408	9146.1205
1320.739	7176.683
1327.057	5630.433
1333.363	4527.2455
1339.656	4076.683
1345.937	3843.933
1352.205	3668.558
1358.462	3604.1205
1364.706	3570.433
1370.938	3360.6205
1377.158	3046.933
1383.366	2866.9955
1389.562	2956.8705
1395.746	3348.308
1401.918	3641.4955
1408.079	4051.183
1414.227	4980.7455
1420.365	6741.183
1426.49	10799.18
1432.605	17155.37
1438.707	20278.12
1444.799	18892.06
1450.879	16355.745
1456.948	13621.62
1463.005	10431.56
1469.052	7273.3705
1475.087	5068.308
1481.111	3710.2455
1487.124	3021.8705
1493.127	2609.2455
1499.118	2330.308
1505.099	2126.6205
1511.069	1970.308
1517.028	1856.2455
1522.977	1765.058
1528.915	1672.7455
1534.842	1623.6205
1540.76	1574.683
1546.666	1513.558
1552.563	1466.683
1558.448	1424.3705
1564.324	1371.8705
1570.19	1345.9955
1576.045	1320.558
1581.89	1305.558
1587.726	1298.808
1593.551	1283.4955
1599.366	1292.558
1605.172	1321.058
1610.967	1377.6205
1616.753	1524.558
1622.529	1798.6205
1628.296	2200.308
1634.052	2904.808
1639.8	4573.183
1645.537	8025.808
1651.266	11889.685
1656.984	11559.805
1662.694	7225.433
1668.394	3736.1205
1674.085	2090.183
1679.766	1529.2455
1685.439	1278.8705
1691.102	1151.1205
1696.756	1094.9955
1702.401	1063.1205
1708.038	1034.558
1713.665	1037.3705
1719.283	1096.9955
1724.893	1295.4955
1730.494	1759.308
1736.086	2395.4955
1741.669	2938.058
1747.244	2951.308
1752.81	2346.9955
1758.367	1586.2455
1763.916	1065.433
1769.457	852.74545
1774.989	755.43295
1780.513	702.18295
1786.028	673.62045
1791.535	652.93295
1797.034	639.99545
1802.525	615.12045
1808.007	597.05795
1813.481	575.99545
1818.948	567.80795
1824.406	564.12045
1829.856	552.62045
1835.299	539.68295
1840.733	518.93295
1846.16	517.68295
1851.579	514.68295
1856.99	500.37045
1862.393	490.87045
1867.789	474.05795
1873.177	458.99545
1878.557	462.43295
1883.93	449.87045
