,index,value
0,111.5196,8.432955
1,120.9049,39.557955
2,130.2617,45.807955
3,139.59,55.432955
4,148.8902,96.05796
5,158.1623,133.37045
6,167.4065,363.87045
7,176.623,1144.7455
8,185.8118,3965.433
9,194.9732,7748.2455
10,204.1073,13234.685
11,213.2142,15958.185
12,222.2941,17145.62
13,231.3471,16666.495
14,240.3733,15736.56
15,249.373,15171.81
16,258.3463,14694.12
17,267.2932,14264.305
18,276.2139,13562.495
19,285.1086,12923.495
20,293.9775,12106.87
21,302.8206,11550.495
22,311.638,10999.68
23,320.43,10597.31
24,329.1967,10216.435
25,337.9381,10026.245
26,346.6545,9818.1205
27,355.3459,9613.9955
28,364.0125,9394.058
29,372.6544,9228.808
30,381.2718,8976.3705
31,389.8647,8873.558
32,398.4334,8833.1205
33,406.9779,8664.058
34,415.4984,8404.2455
35,423.9949,8207.183
36,432.4677,7940.1205
37,440.9168,7703.058
38,449.3424,7488.4955
39,457.7446,7316.558
40,466.1235,7142.9955
41,474.4792,7013.7455
42,482.8119,6888.8705
43,491.1217,6735.058
44,499.4087,6559.1205
45,507.6729,6363.683
46,515.9147,6135.1205
47,524.134,5855.433
48,532.3309,5535.2455
49,540.5057,5265.6205
50,548.6583,4971.3705
51,556.789,4852.8705
52,564.8978,4857.1205
53,572.9849,4958.7455
54,581.0503,5143.2455
55,589.0942,5281.558
56,597.1167,5380.3705
57,605.1179,5207.3705
58,613.0979,4791.6205
59,621.0568,4463.808
60,628.9948,4181.9955
61,636.9119,4015.808
62,644.8082,3851.933
63,652.684,3709.808
64,660.5391,3574.2455
65,668.3739,3512.683
66,676.1883,3522.6205
67,683.9825,3600.433
68,691.7567,3792.433
69,699.5107,3993.433
70,707.2449,4281.9955
71,714.9593,4539.308
72,722.654,4717.1205
73,730.3291,4590.7455
74,737.9847,4238.558
75,745.6209,3998.808
76,753.2379,3904.3705
77,760.8356,3941.433
78,768.4142,3899.9955
79,775.9738,3744.4955
80,783.5146,3608.433
81,791.0365,3702.558
82,798.5397,4103.7455
83,806.0244,4542.4955
84,813.4905,5080.933
85,820.9382,5695.808
86,828.3676,6879.8705
87,835.7788,7735.433
88,843.1719,8240.3705
89,850.5469,8161.058
90,857.9039,8156.558
91,865.2432,8376.058
92,872.5646,8342.4955
93,879.8684,7982.3705
94,887.1546,7502.4955
95,894.4233,7047.3705
96,901.6747,6822.2455
97,908.9088,6766.3705
98,916.1255,6566.308
99,923.3253,6257.183
100,930.5079,6003.683
101,937.6736,5924.183
102,944.8224,5872.2455
103,951.9545,5801.2455
104,959.0698,5988.558
105,966.1686,6281.2455
106,973.2508,5927.9955
107,980.3167,5050.808
108,987.3661,4324.808
109,994.3993,4186.183
110,1001.416,4355.308
111,1008.417,4613.1205
112,1015.402,4882.2455
113,1022.371,4974.433
114,1029.324,5037.683
115,1036.261,5099.7455
116,1043.183,5160.308
117,1050.089,5478.8705
118,1056.98,6454.9955
119,1063.855,7176.308
120,1070.714,7640.6205
121,1077.559,7835.433
122,1084.388,7370.6205
123,1091.202,6320.2455
124,1098.001,5056.2455
125,1104.785,4415.058
126,1111.554,4174.683
127,1118.308,3898.183
128,1125.048,3271.2455
129,1131.773,2761.2455
130,1138.483,2516.7455
131,1145.179,2431.433
132,1151.86,2355.183
133,1158.527,2355.183
134,1165.18,2403.058
135,1171.818,2440.558
136,1178.442,2510.6205
137,1185.053,2592.683
138,1191.649,2691.2455
139,1198.231,2764.8705
140,1204.799,2879.1205
141,1211.354,3055.4955
142,1217.895,3313.4955
143,1224.422,3603.1205
144,1230.936,4084.308
145,1237.436,4784.558
146,1243.922,6011.6205
147,1250.396,7710.183
148,1256.856,9492.8705
149,1263.302,10397.745
150,1269.736,10231.745
151,1276.157,9401.308
152,1282.564,9001.2455
153,1288.959,10203.31
154,1295.34,12776.93
155,1301.709,13597.685
156,1308.065,11593.87
157,1314.408,9146.1205
158,1320.739,7176.683
159,1327.057,5630.433
160,1333.363,4527.2455
161,1339.656,4076.683
162,1345.937,3843.933
163,1352.205,3668.558
164,1358.462,3604.1205
165,1364.706,3570.433
166,1370.938,3360.6205
167,1377.158,3046.933
168,1383.366,2866.9955
169,1389.562,2956.8705
170,1395.746,3348.308
171,1401.918,3641.4955
172,1408.079,4051.183
173,1414.227,4980.7455
174,1420.365,6741.183
175,1426.49,10799.18
176,1432.605,17155.37
177,1438.707,20278.12
178,1444.799,18892.06
179,1450.879,16355.745
180,1456.948,13621.62
181,1463.005,10431.56
182,1469.052,7273.3705
183,1475.087,5068.308
184,1481.111,3710.2455
185,1487.124,3021.8705
186,1493.127,2609.2455
187,1499.118,2330.308
188,1505.099,2126.6205
189,1511.069,1970.308
