	¾ùÖµ
11-0 7.5 92.5(1)_RBg	11-0 7.5 92.5(1)_RBg
111.5196	-12.813927
120.9049	58.911074
130.2617	55.311074
139.59	61.461074
148.8902	78.936082
158.1623	106.661082
167.4065	273.11108
176.623	829.76108
185.8118	2871.5362
194.9732	5644.1362
204.1073	9663.9358
213.2142	11689.212
222.2941	12545.638
231.3471	12167.038
240.3733	11470.938
249.373	11001.886
258.3463	10569.81
267.2932	10152.138
276.2139	9527.7858
285.1086	8969.7108
293.9775	8330.9358
302.8206	7876.2612
311.638	7430.7612
320.43	7102.6112
329.1967	6810.8612
337.9381	6692.6862
346.6545	6587.6862
355.3459	6433.8112
364.0125	6259.8362
372.6544	6136.6362
381.2718	5989.5612
389.8647	5933.6362
398.4334	5940.0112
406.9779	5860.9612
415.4984	5677.0862
423.9949	5522.4362
432.4677	5325.8362
440.9168	5161.9112
449.3424	5015.0362
457.7446	4917.8362
466.1235	4830.3112
474.4792	4768.3612
482.8119	4704.1862
491.1217	4604.8362
499.4087	4485.4612
507.6729	4355.5112
515.9147	4198.7612
524.134	3985.7862
532.3309	3723.7862
540.5057	3517.3612
548.6583	3280.5612
556.789	3171.7362
564.8978	3203.6612
572.9849	3348.8362
581.0503	3572.1362
589.0942	3743.1612
597.1167	3831.5362
605.1179	3684.2862
613.0979	3368.5862
621.0568	3099.2112
628.9948	2898.0362
636.9119	2780.9112
644.8082	2667.4612
652.684	2570.5612
660.5391	2474.6362
668.3739	2433.3112
676.1883	2453.8612
683.9825	2520.3362
691.7567	2651.2612
699.5107	2804.9862
707.2449	3049.3612
714.9593	3312.0362
722.654	3500.4112
730.3291	3428.2612
737.9847	3215.5112
745.6209	3066.0362
753.2379	3024.4862
760.8356	3065.2112
768.4142	3026.2362
775.9738	2910.5862
783.5146	2851.3612
791.0365	2993.8862
798.5397	3459.7612
806.0244	3974.8112
813.4905	4427.0112
820.9382	4868.6862
828.3676	5698.6362
835.7788	6435.0612
843.1719	6968.5362
850.5469	7071.3112
857.9039	7125.0612
865.2432	7290.1862
872.5646	7177.1612
879.8684	6832.8112
887.1546	6418.0612
894.4233	5918.8362
901.6747	5580.4362
908.9088	5476.7612
916.1255	5307.6862
923.3253	5030.3112
930.5079	4789.6362
937.6736	4703.5862
944.8224	4588.0862
951.9545	4501.6612
959.0698	4639.3612
966.1686	4873.7612
973.2508	4606.4112
980.3167	3970.5612
987.3661	3519.4612
994.3993	3492.2862
1001.416	3725.4362
1008.417	4028.1612
1015.402	4301.9612
1022.371	4382.0862
1029.324	4441.8612
1036.261	4524.4112
1043.183	4599.3112
1050.089	4895.4862
1056.98	5772.8112
1063.855	6385.6612
1070.714	6829.2362
1077.559	7119.1112
1084.388	6705.4362
1091.202	5618.2362
1098.001	4274.6862
1104.785	3621.8862
1111.554	3535.5612
1118.308	3403.6112
1125.048	2791.5862
1131.773	2298.8362
1138.483	2079.1362
1145.179	2002.5112
1151.86	1915.6362
1158.527	1891.5862
1165.18	1937.4112
1171.818	1969.2612
1178.442	1976.7612
1185.053	2008.3612
1191.649	2098.3862
1198.231	2152.1612
1204.799	2191.3862
1211.354	2294.0612
1217.895	2504.7862
1224.422	2770.5612
1230.936	3201.0612
1237.436	3736.0362
1243.922	4602.8112
1250.396	5807.6112
1256.856	7156.8862
1263.302	7892.0862
1269.736	7869.3112
1276.157	7360.5112
1282.564	7277.3362
1288.959	8590.2108
1295.34	11008.886
1301.709	11807.836
1308.065	10046.062
1314.408	7783.4112
1320.739	5974.8862
1327.057	4562.6362
1333.363	3588.0362
1339.656	3180.5112
1345.937	2987.6612
1352.205	2830.0112
1358.462	2788.6362
1364.706	2760.0112
1370.938	2555.3862
1377.158	2254.7112
1383.366	2067.6362
1389.562	2108.0862
1395.746	2422.5862
1401.918	2754.3362
1408.079	3147.2862
1414.227	3937.6862
1420.365	5468.5362
1426.49	9210.0858
1432.605	14828.06
1438.707	17623.914
1444.799	16400.612
1450.879	14143.986
1456.948	11701.462
1463.005	8787.7358
1469.052	6065.0362
1475.087	4076.3362
1481.111	2938.5862
1487.124	2298.1362
1493.127	1944.1112
1499.118	1702.0612
1505.099	1527.1862
1511.069	1392.7362
1517.028	1303.9362
1522.977	1217.1612
1528.915	1149.4612
1534.842	1100.4612
1540.76	1053.4362
1546.666	1004.68622
1552.563	976.9612
1558.448	939.38608
1564.324	911.06108
1570.19	882.58608
1576.045	862.88608
1581.89	850.23608
1587.726	838.31108
1593.551	831.03608
1599.366	829.98608
1605.172	837.86108
1610.967	889.98608
1616.753	1009.06122
1622.529	1196.6612
1628.296	1469.7862
1634.052	1989.0612
1639.8	3435.8362
1645.537	6385.1612
1651.266	9232.6358
1656.984	8300.7608
1662.694	4740.7862
1668.394	2321.5612
1674.085	1305.7112
1679.766	971.21116
1685.439	824.21108
1691.102	757.98608
1696.756	723.08608
1702.401	710.86108
1708.038	693.31108
1713.665	715.46108
1719.283	774.63608
1724.893	946.73608
1730.494	1339.0112
1736.086	1886.6612
1741.669	2361.9862
1747.244	2370.8612
1752.81	1856.8612
1758.367	1227.0862
1763.916	781.71108
1769.457	600.31108
1774.989	525.16108
1780.513	497.38608
1786.028	467.23608
1791.535	450.26108
1797.034	433.13608
1802.525	416.58608
1808.007	407.66108
1813.481	393.88608
1818.948	381.11108
1824.406	369.68608
1829.856	372.61108
1835.299	367.91108
1840.733	352.03608
1846.16	348.31108
1851.579	343.26108
1856.99	345.86108
1862.393	331.06108
1867.789	348.26108
1873.177	351.31108
1878.557	329.51108
1883.93	317.43608
