,index,value
0,111.5196,-50.40094
1,120.9049,121.41155
2,130.2617,135.16155
3,139.59,149.97405
4,148.8902,164.72405
5,158.1623,210.34905
6,167.4065,480.66155
7,176.623,1352.974
8,185.8118,4437.724
9,194.9732,8652.2865
10,204.1073,14575.285
11,213.2142,17633.665
12,222.2941,18948.85
13,231.3471,18428.035
14,240.3733,17438.04
15,249.373,16810.535
16,258.3463,16326.785
17,267.2932,15890.85
18,276.2139,15207.475
19,285.1086,14515.41
20,293.9775,13664.785
21,302.8206,13068.915
22,311.638,12526.535
23,320.43,12092.225
24,329.1967,11671.85
25,337.9381,11460.535
26,346.6545,11190.54
27,355.3459,10957.725
28,364.0125,10761.79
29,372.6544,10571.16
30,381.2718,10274.35
31,389.8647,10141.1
32,398.4334,10079.2265
33,406.9779,9868.224
34,415.4984,9576.9115
35,423.9949,9359.349
36,432.4677,9076.224
37,440.9168,8818.5365
38,449.3424,8558.5365
39,457.7446,8365.849
40,466.1235,8188.7865
41,474.4792,8024.849
42,482.8119,7835.474
43,491.1217,7647.1615
44,499.4087,7460.724
45,507.6729,7247.974
46,515.9147,6990.349
47,524.134,6675.474
48,532.3309,6339.9115
49,540.5057,6066.6615
50,548.6583,5793.474
51,556.789,5671.849
52,564.8978,5650.9115
53,572.9849,5731.599
54,581.0503,5880.349
55,589.0942,6018.5365
56,597.1167,6121.5365
57,605.1179,5922.1615
58,613.0979,5481.474
59,621.0568,5111.1615
60,628.9948,4808.0365
61,636.9119,4623.099
62,644.8082,4431.2865
63,652.684,4255.099
64,660.5391,4120.6615
65,668.3739,4060.5365
66,676.1883,4068.6615
67,683.9825,4182.474
68,691.7567,4389.1615
69,699.5107,4607.599
70,707.2449,4913.724
71,714.9593,5161.474
72,722.654,5307.849
73,730.3291,5146.5365
74,737.9847,4760.0365
75,745.6209,4475.4115
76,753.2379,4359.7865
77,760.8356,4375.224
78,768.4142,4351.0365
79,775.9738,4177.599
80,783.5146,4006.1615
81,791.0365,4082.974
82,798.5397,4440.599
83,806.0244,4873.6615
84,813.4905,5443.2865
85,820.9382,6173.2865
86,828.3676,7445.849
87,835.7788,8362.474
88,843.1719,8785.5365
89,850.5469,8658.099
90,857.9039,8610.599
91,865.2432,8871.0365
92,872.5646,8869.0365
